,Unnamed: 0,ItinID,MktID,MktCoupons,Year,Quarter,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCountry,OriginStateFips,OriginState,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCountry,DestStateFips,DestState,DestStateName,DestWac,AirportGroup,WacGroup,TkCarrierChange,TkCarrierGroup,OpCarrierChange,OpCarrierGroup,RPCarrier,TkCarrier,OpCarrier,BulkFare,Passengers,MktFare,MktDistance,MktDistanceGroup,MktMilesFlown,NonStopMiles,ItinGeoType,MktGeoType,Unnamed: 41
46,46,201513772669,20151377266901,3,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11042,1104203,30647,CLE,US,39,OH,Ohio,44,LAX:AUS:BNA:CLE,91:74:54:44,0.0,WN:WN:WN,0.0,WN:WN:WN,WN,WN,WN,0.0,1.0,594.0,1242.0,3,2446.0,2052.0,2,2,
47,47,201513772670,20151377267001,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10693,1069302,30693,BNA,US,47,TN,Tennessee,54,LAX:AUS:BNA,91:74:54,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,157.56,1242.0,3,1998.0,1797.0,2,2,
48,48,201513772670,20151377267003,2,2015,1,10693,1069302,30693,BNA,US,47,TN,Tennessee,54,12892,1289203,32575,LAX,US,6,CA,California,91,BNA:HOU:LAX,54:74:91,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,162.44,670.0,2,2060.0,1797.0,2,2,
49,49,201513772671,20151377267101,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10693,1069302,30693,BNA,US,47,TN,Tennessee,54,LAX:AUS:BNA,91:74:54,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,175.32,1242.0,3,1998.0,1797.0,2,2,
50,50,201513772671,20151377267103,1,2015,1,10693,1069302,30693,BNA,US,47,TN,Tennessee,54,12892,1289203,32575,LAX,US,6,CA,California,91,BNA:LAX,54:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,157.68,1797.0,4,1797.0,1797.0,2,2,
51,51,201513772672,20151377267201,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10693,1069302,30693,BNA,US,47,TN,Tennessee,54,LAX:AUS:BNA,91:74:54,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,249.55,1242.0,3,1998.0,1797.0,2,2,
52,52,201513772672,20151377267203,1,2015,1,10693,1069302,30693,BNA,US,47,TN,Tennessee,54,12892,1289203,32575,LAX,US,6,CA,California,91,BNA:LAX,54:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,224.45,1797.0,4,1797.0,1797.0,2,2,
53,53,201513772673,20151377267301,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10821,1082103,30852,BWI,US,24,MD,Maryland,35,LAX:AUS:BWI,91:74:35,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,178.0,1242.0,3,2584.0,2329.0,2,2,
54,54,201513772674,20151377267401,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10821,1082103,30852,BWI,US,24,MD,Maryland,35,LAX:AUS:BWI,91:74:35,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,2.0,180.0,1242.0,3,2584.0,2329.0,2,2,
55,55,201513772675,20151377267501,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10821,1082103,30852,BWI,US,24,MD,Maryland,35,LAX:AUS:BWI,91:74:35,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,188.0,1242.0,3,2584.0,2329.0,2,2,
56,56,201513772676,20151377267601,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10821,1082103,30852,BWI,US,24,MD,Maryland,35,LAX:AUS:BWI,91:74:35,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,265.0,1242.0,3,2584.0,2329.0,2,2,
57,57,201513772677,20151377267701,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10821,1082103,30852,BWI,US,24,MD,Maryland,35,LAX:AUS:BWI,91:74:35,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,266.0,1242.0,3,2584.0,2329.0,2,2,
58,58,201513772678,20151377267801,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10821,1082103,30852,BWI,US,24,MD,Maryland,35,LAX:AUS:BWI,91:74:35,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,281.0,1242.0,3,2584.0,2329.0,2,2,
59,59,201513772679,20151377267901,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10821,1082103,30852,BWI,US,24,MD,Maryland,35,LAX:AUS:BWI,91:74:35,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,567.0,1242.0,3,2584.0,2329.0,2,2,
60,60,201513772680,20151377268001,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10821,1082103,30852,BWI,US,24,MD,Maryland,35,LAX:AUS:BWI,91:74:35,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,586.0,1242.0,3,2584.0,2329.0,2,2,
61,61,201513772681,20151377268101,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10821,1082103,30852,BWI,US,24,MD,Maryland,35,LAX:AUS:BWI,91:74:35,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,595.0,1242.0,3,2584.0,2329.0,2,2,
62,62,201513772692,20151377269201,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11259,1125903,30194,DAL,US,48,TX,Texas,74,LAX:AUS:DAL,91:74:74,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,116.0,1242.0,3,1431.0,1246.0,2,2,
63,63,201513772693,20151377269301,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11259,1125903,30194,DAL,US,48,TX,Texas,74,LAX:AUS:DAL,91:74:74,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,252.0,1242.0,3,1431.0,1246.0,2,2,
64,64,201513772694,20151377269401,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11259,1125903,30194,DAL,US,48,TX,Texas,74,LAX:AUS:DAL,91:74:74,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,275.0,1242.0,3,1431.0,1246.0,2,2,
65,65,201513772695,20151377269501,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11259,1125903,30194,DAL,US,48,TX,Texas,74,LAX:AUS:DAL,91:74:74,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,350.0,1242.0,3,1431.0,1246.0,2,2,
66,66,201513772696,20151377269601,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11259,1125903,30194,DAL,US,48,TX,Texas,74,LAX:AUS:DAL,91:74:74,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,5.88,1242.0,3,1431.0,1246.0,2,2,
67,67,201513772696,20151377269603,1,2015,1,11259,1125903,30194,DAL,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,DAL:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,5.12,1246.0,3,1246.0,1246.0,2,2,
68,68,201513772697,20151377269701,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11259,1125903,30194,DAL,US,48,TX,Texas,74,LAX:AUS:DAL,91:74:74,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,141.12,1242.0,3,1431.0,1246.0,2,2,
69,69,201513772697,20151377269703,1,2015,1,11259,1125903,30194,DAL,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,DAL:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,122.88,1246.0,3,1246.0,1246.0,2,2,
70,70,201513772698,20151377269801,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11259,1125903,30194,DAL,US,48,TX,Texas,74,LAX:AUS:DAL,91:74:74,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,144.33,1242.0,3,1431.0,1246.0,2,2,
71,71,201513772698,20151377269803,1,2015,1,11259,1125903,30194,DAL,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,DAL:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,125.67,1246.0,3,1246.0,1246.0,2,2,
72,72,201513772699,20151377269901,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11259,1125903,30194,DAL,US,48,TX,Texas,74,LAX:AUS:DAL,91:74:74,1.0,WN:--,1.0,WN:--,WN,99,99,0.0,1.0,155.25,1242.0,3,1242.0,1246.0,2,2,
73,73,201513772699,20151377269903,1,2015,1,11259,1125903,30194,DAL,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,DAL:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,155.75,1246.0,3,1246.0,1246.0,2,2,
74,74,201513772700,20151377270001,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11259,1125903,30194,DAL,US,48,TX,Texas,74,LAX:AUS:DAL,91:74:74,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,223.44,1242.0,3,1431.0,1246.0,2,2,
75,75,201513772700,20151377270003,1,2015,1,11259,1125903,30194,DAL,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,DAL:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,194.56,1246.0,3,1246.0,1246.0,2,2,
76,76,201513772701,20151377270101,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11259,1125903,30194,DAL,US,48,TX,Texas,74,LAX:AUS:DAL,91:74:74,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,223.98,1242.0,3,1431.0,1246.0,2,2,
77,77,201513772701,20151377270103,1,2015,1,11259,1125903,30194,DAL,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,DAL:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,195.02,1246.0,3,1246.0,1246.0,2,2,
78,78,201513772702,20151377270201,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11259,1125903,30194,DAL,US,48,TX,Texas,74,LAX:AUS:DAL,91:74:74,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,227.19,1242.0,3,1431.0,1246.0,2,2,
79,79,201513772702,20151377270203,1,2015,1,11259,1125903,30194,DAL,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,DAL:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,197.81,1246.0,3,1246.0,1246.0,2,2,
80,80,201513772703,20151377270301,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11259,1125903,30194,DAL,US,48,TX,Texas,74,LAX:AUS:DAL,91:74:74,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,2.0,256.59,1242.0,3,1431.0,1246.0,2,2,
81,81,201513772703,20151377270303,1,2015,1,11259,1125903,30194,DAL,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,DAL:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,2.0,223.41,1246.0,3,1246.0,1246.0,2,2,
82,82,201513772704,20151377270401,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11259,1125903,30194,DAL,US,48,TX,Texas,74,LAX:AUS:DAL,91:74:74,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,273.16,1242.0,3,1431.0,1246.0,2,2,
83,83,201513772704,20151377270403,1,2015,1,11259,1125903,30194,DAL,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,DAL:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,237.84,1246.0,3,1246.0,1246.0,2,2,
84,84,201513772705,20151377270501,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11259,1125903,30194,DAL,US,48,TX,Texas,74,LAX:AUS:DAL,91:74:74,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,289.73,1242.0,3,1431.0,1246.0,2,2,
85,85,201513772705,20151377270503,1,2015,1,11259,1125903,30194,DAL,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,DAL:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,252.27,1246.0,3,1246.0,1246.0,2,2,
86,86,201513772706,20151377270601,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11259,1125903,30194,DAL,US,48,TX,Texas,74,LAX:AUS:DAL,91:74:74,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,296.68,1242.0,3,1431.0,1246.0,2,2,
87,87,201513772706,20151377270603,1,2015,1,11259,1125903,30194,DAL,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,DAL:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,258.32,1246.0,3,1246.0,1246.0,2,2,
88,88,201513772707,20151377270701,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11259,1125903,30194,DAL,US,48,TX,Texas,74,LAX:AUS:DAL,91:74:74,0.0,WN:WN,0.0,WN:WN,WN,WN,WN,0.0,1.0,336.77,1242.0,3,1431.0,1246.0,2,2,
89,89,201513772707,20151377270703,1,2015,1,11259,1125903,30194,DAL,US,48,TX,Texas,74,12892,1289203,32575,LAX,US,6,CA,California,91,DAL:LAX,74:91,0.0,WN,0.0,WN,WN,WN,WN,0.0,1.0,293.23,1246.0,3,1246.0,1246.0,2,2,
