account_id,type,operation,amount,balance,k_symbol,bank,account,year,month,day,dayofweek
1719,1,2,400,400,7,13,7665,1993,1,19,1
3641,1,2,700,700,7,13,7665,1993,1,19,1
1162,1,2,700,700,7,13,7665,1993,1,20,2
199,1,2,200,200,7,13,7665,1993,1,20,2
973,1,2,1100,1100,7,13,7665,1993,1,21,3
437,1,2,1000,1000,7,13,7665,1993,1,21,3
435,1,2,700,700,7,13,7665,1993,1,21,3
733,1,2,500,500,7,13,7665,1993,1,21,3
4489,1,2,1100,1100,7,13,7665,1993,1,21,3
2259,1,2,7268,7968,7,13,7665,1993,1,22,4
1457,1,2,300,300,7,13,7665,1993,1,22,4
2547,1,2,200,200,7,13,7665,1993,1,22,4
2001,1,2,16125,17225,7,13,7665,1993,1,22,4
2826,1,2,400,400,7,13,7665,1993,1,22,4
2259,1,2,14440,22408,7,13,7665,1993,1,23,5
1121,1,2,700,700,7,13,7665,1993,1,23,5
2305,1,2,900,900,7,13,7665,1993,1,23,5
264,1,2,300,300,7,13,7665,1993,1,23,5
2259,1,2,49752,72160,7,13,7665,1993,1,24,6
3816,1,2,200,200,7,13,7665,1993,1,24,6
2001,1,2,36518,53743,7,13,7665,1993,1,24,6
3518,1,2,500,500,7,13,7665,1993,1,24,6
4339,1,2,900,900,7,13,7665,1993,1,24,6
4006,1,2,300,300,7,13,7665,1993,1,24,6
4087,1,2,900,900,7,13,7665,1993,1,25,0
455,1,2,1000,1000,7,13,7665,1993,1,25,0
955,1,2,200,200,7,13,7665,1993,1,25,0
2259,1,2,21899,94059,7,13,7665,1993,1,26,1
462,1,2,12336,25792,7,13,7665,1993,1,26,1
1664,1,2,1100,1100,7,13,7665,1993,1,26,1
1927,1,2,200,200,7,13,7665,1993,1,26,1
1566,1,2,700,700,7,13,7665,1993,1,26,1
4128,1,2,1100,1100,7,13,7665,1993,1,26,1
4128,1,2,19961,21061,7,13,7665,1993,1,26,1
153,1,2,900,900,7,13,7665,1993,1,27,2
2541,1,2,1100,1100,7,13,7665,1993,1,27,2
2440,1,2,800,800,7,13,7665,1993,1,27,2
1076,1,2,600,600,7,13,7665,1993,1,27,2
8,1,2,400,400,7,13,7665,1993,1,27,2
1091,1,2,200,200,7,13,7665,1993,1,28,3
423,1,2,500,500,7,13,7665,1993,1,28,3
3882,1,2,200,200,7,13,7665,1993,1,28,3
2761,1,2,200,200,7,13,7665,1993,1,28,3
1272,1,2,38000,38400,7,13,7665,1993,1,29,4
1990,1,2,16983,17583,7,13,7665,1993,1,29,4
3507,1,2,1000,1000,7,13,7665,1993,1,29,4
1973,1,2,300,300,7,13,7665,1993,1,29,4
3821,1,2,300,300,7,13,7665,1993,1,30,5
1755,1,2,1000,1000,7,13,7665,1993,1,30,5
2582,1,2,800,800,7,13,7665,1993,1,30,5
2259,2,5,34700,59453,7,13,7665,1993,1,31,6
1756,1,3,12,3754,3,13,7665,1993,1,31,6
2505,1,3,47,15411,3,13,7665,1993,1,31,6
1416,1,3,13,5222,3,13,7665,1993,1,31,6
825,1,3,37,13181,3,13,7665,1993,1,31,6
4128,1,3,17,21078,3,13,7665,1993,1,31,6
4366,1,3,11,4892,3,13,7665,1993,1,31,6
1272,1,3,15,38415,3,13,7665,1993,1,31,6
3571,1,3,22,11814,3,13,7665,1993,1,31,6
3627,1,3,55,18021,3,13,7665,1993,1,31,6
4366,1,3,11,4881,3,13,7665,1993,1,31,6
669,1,3,50,18527,3,13,7665,1993,1,31,6
623,1,3,45,14596,3,13,7665,1993,1,31,6
1547,1,3,13,4989,3,13,7665,1993,1,31,6
1556,1,3,15,6233,3,13,7665,1993,1,31,6
1610,1,3,38,12070,3,13,7665,1993,1,31,6
1641,1,3,38,15005,3,13,7665,1993,1,31,6
550,1,3,20,7127,3,13,7665,1993,1,31,6
462,1,3,38,25830,3,13,7665,1993,1,31,6
1990,1,3,7,17590,3,13,7665,1993,1,31,6
2022,1,3,107,46959,3,13,7665,1993,1,31,6
3332,1,3,48,23871,3,13,7665,1993,1,31,6
2001,1,3,62,53805,3,13,7665,1993,1,31,6
669,1,2,2900,21427,7,13,7665,1993,1,31,6
2073,1,3,21,5944,3,13,7665,1993,1,31,6
1877,1,3,19,5717,3,13,7665,1993,1,31,6
1832,1,3,14,5221,3,13,7665,1993,1,31,6
3414,1,3,19,6626,3,13,7665,1993,1,31,6
3311,1,3,42,16756,3,13,7665,1993,1,31,6
754,1,3,15,4216,3,13,7665,1993,1,31,6
4339,1,2,5282,6182,7,13,7665,1993,1,31,6
2259,1,3,94,94153,3,13,7665,1993,1,31,6
2239,1,3,19,7253,3,13,7665,1993,1,31,6
2274,1,3,28,11665,3,13,7665,1993,1,31,6
2361,1,3,42,15921,3,13,7665,1993,1,31,6
4029,1,3,110,45659,3,13,7665,1993,1,31,6
4339,1,3,0,6182,3,13,7665,1993,1,31,6
1215,1,3,23,7197,3,13,7665,1993,1,31,6
2784,1,3,20,7466,3,13,7665,1993,1,31,6
2740,1,3,19,7678,3,13,7665,1993,1,31,6
3627,1,2,2000,20021,7,13,7665,1993,1,31,6
2505,1,2,5100,20511,7,13,7665,1993,2,1,0
1591,1,2,1100,1100,7,13,7665,1993,2,1,0
4084,1,2,200,200,7,13,7665,1993,2,2,1
1460,1,2,11900,12500,7,13,7665,1993,2,2,1
2448,1,2,1100,1100,7,13,7665,1993,2,2,1
2361,1,2,5500,21421,7,13,7665,1993,2,2,1
1610,1,2,7500,19570,7,13,7665,1993,2,2,1
1718,1,2,1100,1100,7,13,7665,1993,2,2,1
2860,1,2,800,800,7,13,7665,1993,2,2,1
1641,1,2,6000,21005,7,13,7665,1993,2,2,1
821,1,2,200,200,7,13,7665,1993,2,2,1
2313,1,2,600,600,7,13,7665,1993,2,2,1
462,2,5,25300,46177,7,13,7665,1993,2,3,2
462,1,2,45647,71477,7,13,7665,1993,2,3,2
1080,1,2,1000,1000,7,13,7665,1993,2,3,2
3945,1,2,700,700,7,13,7665,1993,2,3,2
3336,1,2,600,600,7,13,7665,1993,2,3,2
901,1,2,800,800,7,13,7665,1993,2,3,2
2740,1,2,7000,14678,7,13,7665,1993,2,3,2
443,1,2,700,700,7,13,7665,1993,2,4,3
3785,1,2,900,900,7,13,7665,1993,2,4,3
4338,1,2,300,300,7,13,7665,1993,2,4,3
623,1,2,2900,17496,7,13,7665,1993,2,4,3
2259,1,2,30192,89645,7,13,7665,1993,2,5,4
2541,1,2,24381,25481,7,13,7665,1993,2,5,4
391,1,2,400,400,7,13,7665,1993,2,5,4
2073,1,0,5123,11067,5,12,4802,1993,2,5,4
1076,1,2,23330,23930,7,13,7665,1993,2,5,4
848,1,2,700,700,7,13,7665,1993,2,5,4
1832,1,2,8500,13721,7,13,7665,1993,2,5,4
1816,1,0,3191,3991,7,0,1927,1993,2,5,4
356,1,0,23041,23441,7,11,291,1993,2,5,4
1614,1,0,5224,6024,5,1,7216,1993,2,5,4
1719,1,0,5029,5429,5,10,3106,1993,2,5,4
726,1,0,6238,7338,5,10,2397,1993,2,5,4
754,1,0,3401,7617,7,4,477,1993,2,5,4
939,1,2,900,900,7,13,7665,1993,2,5,4
2761,1,2,20213,20413,7,13,7665,1993,2,5,4
4487,1,2,7618,8618,7,13,7665,1993,2,5,4
329,1,2,19935,20735,7,13,7665,1993,2,5,4
600,1,2,600,600,7,13,7665,1993,2,5,4
1091,1,0,3375,3575,7,3,103,1993,2,6,5
381,1,2,12817,13117,7,13,7665,1993,2,6,5
3762,1,2,500,500,7,13,7665,1993,2,6,5
3571,1,2,38645,50459,7,13,7665,1993,2,6,5
3332,2,5,1600,22271,7,13,7665,1993,2,6,5
1215,1,2,10600,17797,7,13,7665,1993,2,6,5
181,1,0,5859,6159,5,3,1247,1993,2,6,5
2274,1,2,5500,17165,7,13,7665,1993,2,6,5
2144,1,2,700,700,7,13,7665,1993,2,6,5
901,1,0,3217,4017,7,7,5416,1993,2,6,5
3785,1,2,14626,15526,7,13,7665,1993,2,6,5
939,1,2,4550,5450,7,13,7665,1993,2,6,5
3677,1,0,4356,4656,5,3,2469,1993,2,6,5
1645,1,0,6689,7589,5,9,3377,1993,2,6,5
2308,1,2,600,600,7,13,7665,1993,2,6,5
2259,2,4,9612,80033,0,2,78,1993,2,7,6
3812,1,2,5080,5280,7,13,7665,1993,2,7,6
415,1,0,5039,5439,5,6,1767,1993,2,7,6
443,1,0,12785,13485,7,10,5542,1993,2,7,6
1121,1,0,4212,4912,5,11,5586,1993,2,7,6
1755,1,0,17632,18632,7,8,5911,1993,2,7,6
1756,1,0,3242,6996,7,9,3354,1993,2,7,6
2212,1,0,3395,3595,7,9,1503,1993,2,7,6
4242,1,2,200,200,7,13,7665,1993,2,7,6
3336,1,0,3399,3999,7,3,5199,1993,2,7,6
1877,1,0,5298,11015,5,10,1145,1993,2,7,6
4420,1,2,14493,15593,7,13,7665,1993,2,7,6
2001,1,2,28157,81962,7,13,7665,1993,2,7,6
1990,1,2,1800,19390,7,13,7665,1993,2,7,6
955,1,0,31348,31548,7,9,6728,1993,2,7,6
2394,1,0,5544,6044,5,3,413,1993,2,7,6
2022,2,5,14100,32859,7,13,7665,1993,2,7,6
4006,1,2,33045,33345,7,13,7665,1993,2,7,6
3311,1,2,1800,18556,7,13,7665,1993,2,7,6
2132,1,2,200,200,7,13,7665,1993,2,8,0
4214,1,2,600,600,7,13,7665,1993,2,8,0
790,1,2,200,200,7,13,7665,1993,2,8,0
462,1,2,20066,66243,7,13,7665,1993,2,8,0
2519,1,2,400,400,7,13,7665,1993,2,8,0
1743,1,2,1000,1000,7,13,7665,1993,2,8,0
3863,1,0,27666,27666,7,2,1403,1993,2,8,0
3863,1,2,500,28166,7,13,7665,1993,2,8,0
1870,1,2,600,600,7,13,7665,1993,2,8,0
4063,1,2,700,700,7,13,7665,1993,2,8,0
1401,1,2,700,3851,7,13,7665,1993,2,8,0
1401,1,0,3151,3151,7,5,7112,1993,2,8,0
960,1,2,1000,1000,7,13,7665,1993,2,8,0
1215,1,2,6774,24571,7,13,7665,1993,2,8,0
230,1,2,800,800,7,13,7665,1993,2,8,0
356,2,5,1500,21941,7,13,7665,1993,2,8,0
2860,1,2,22452,23252,7,13,7665,1993,2,8,0
4325,1,2,800,800,7,13,7665,1993,2,8,0
2743,1,2,1100,1100,7,13,7665,1993,2,8,0
821,1,0,44333,44533,7,12,209,1993,2,8,0
4489,1,2,18347,19447,7,13,7665,1993,2,8,0
2260,1,2,13900,14700,7,13,7665,1993,2,9,1
973,1,2,19746,20846,7,13,7665,1993,2,9,1
1082,1,2,400,400,7,13,7665,1993,2,9,1
1080,1,0,48098,49098,7,9,2518,1993,2,9,1
848,1,2,7041,7741,7,13,7665,1993,2,9,1
2784,1,2,9100,16566,7,13,7665,1993,2,9,1
2785,1,2,10584,11184,7,13,7665,1993,2,9,1
199,1,0,49590,49790,7,4,4480,1993,2,9,1
1884,1,0,3021,3921,7,10,2976,1993,2,9,1
1520,1,2,500,500,7,13,7665,1993,2,9,1
2505,1,2,14264,34775,7,13,7665,1993,2,9,1
3518,1,0,6242,6742,5,0,971,1993,2,9,1
825,1,2,5400,18581,7,13,7665,1993,2,9,1
623,1,2,13851,31347,7,13,7665,1993,2,9,1
3627,1,2,17366,37387,7,13,7665,1993,2,9,1
2260,1,2,5072,19772,7,13,7665,1993,2,10,2
2112,1,2,1100,1100,7,13,7665,1993,2,10,2
774,1,2,1100,1100,7,13,7665,1993,2,10,2
435,1,0,47831,48531,7,0,7344,1993,2,10,2
2519,1,2,12015,12415,7,13,7665,1993,2,10,2
1272,2,5,5200,33215,7,13,7665,1993,2,10,2
2305,1,2,8905,9805,7,13,7665,1993,2,10,2
1927,1,2,23524,23724,7,13,7665,1993,2,10,2
3414,1,0,6007,12633,5,6,5649,1993,2,10,2
2459,1,2,1000,1000,7,13,7665,1993,2,10,2
2720,1,2,300,300,7,13,7665,1993,2,10,2
329,1,2,1200,21935,7,13,7665,1993,2,10,2
2259,1,2,31038,111071,7,13,7665,1993,2,11,3
2259,2,5,25200,85871,7,13,7665,1993,2,11,3
1460,1,2,43737,56237,7,13,7665,1993,2,11,3
774,1,0,12154,13254,7,8,1565,1993,2,11,3
3821,1,2,23736,24036,7,13,7665,1993,2,11,3
1664,1,2,24863,25963,7,13,7665,1993,2,11,3
2224,1,2,400,400,7,13,7665,1993,2,11,3
2629,1,2,200,200,7,13,7665,1993,2,11,3
550,1,0,6207,13334,5,12,2381,1993,2,11,3
2001,2,5,29700,52262,7,13,7665,1993,2,11,3
1990,1,2,14622,34012,7,13,7665,1993,2,11,3
1646,1,0,4758,4958,5,3,6920,1993,2,11,3
2743,1,2,5810,6910,7,13,7665,1993,2,11,3
825,1,2,12644,31225,7,13,7665,1993,2,11,3
600,1,2,22349,22949,7,13,7665,1993,2,11,3
4214,1,2,19588,20188,7,13,7665,1993,2,12,4
4214,1,2,27078,47266,7,13,7665,1993,2,12,4
4087,1,0,32594,33494,7,1,3911,1993,2,12,4
1457,1,0,25609,25909,7,8,3915,1993,2,12,4
3816,1,2,20281,20481,7,13,7665,1993,2,12,4
1849,1,2,700,700,7,13,7665,1993,2,12,4
1871,1,2,900,900,7,13,7665,1993,2,12,4
1162,1,0,6310,7010,5,5,5998,1993,2,12,4
2448,1,2,14319,15419,7,13,7665,1993,2,12,4
3571,2,5,14400,36059,7,13,7665,1993,2,12,4
2239,1,0,6434,13687,5,7,2665,1993,2,12,4
2361,1,2,14779,36200,7,13,7665,1993,2,12,4
1832,1,2,4507,18228,7,13,7665,1993,2,12,4
2784,1,2,6446,23012,7,13,7665,1993,2,12,4
669,1,2,17477,38904,7,13,7665,1993,2,12,4
1547,1,0,4276,9265,5,10,1281,1993,2,12,4
4029,2,5,9600,36059,7,13,7665,1993,2,12,4
3641,1,2,13875,14575,7,13,7665,1993,2,12,4
264,1,2,12043,12343,7,13,7665,1993,2,12,4
2313,1,2,4391,4991,7,13,7665,1993,2,12,4
1591,1,0,4327,5427,5,0,3861,1993,2,12,4
153,1,0,6698,7598,5,12,5904,1993,2,13,5
455,1,2,16392,17392,7,13,7665,1993,2,13,5
2177,1,2,700,700,7,13,7665,1993,2,13,5
2547,1,2,15263,15463,7,13,7665,1993,2,13,5
2417,1,2,1100,1100,7,13,7665,1993,2,13,5
3882,1,2,18729,18929,7,13,7665,1993,2,13,5
1416,1,0,5009,10231,5,0,4173,1993,2,13,5
1405,1,0,3098,4098,7,0,1685,1993,2,13,5
2785,1,2,9000,20184,7,13,7665,1993,2,13,5
2144,1,0,4729,5429,5,0,4585,1993,2,13,5
1556,1,0,5718,11951,5,10,3477,1993,2,13,5
1714,1,2,700,700,7,13,7665,1993,2,13,5
3712,2,5,500,24600,7,13,7665,1993,2,13,5
3712,1,2,24400,25100,7,13,7665,1993,2,13,5
2826,1,2,9658,10058,7,13,7665,1993,2,13,5
2459,1,2,14963,15963,7,13,7665,1993,2,13,5
1641,1,2,13967,34972,7,13,7665,1993,2,13,5
2740,1,2,6959,21637,7,13,7665,1993,2,13,5
3311,1,2,15914,34470,7,13,7665,1993,2,13,5
4487,1,2,9800,18418,7,13,7665,1993,2,13,5
423,1,0,3058,3558,7,9,2312,1993,2,14,6
4469,1,2,600,600,7,13,7665,1993,2,14,6
391,1,2,18497,18897,7,13,7665,1993,2,14,6
1871,1,2,20567,21467,7,13,7665,1993,2,14,6
2417,1,0,6148,7248,5,1,306,1993,2,14,6
4366,1,0,4470,9362,5,1,2950,1993,2,14,6
2303,1,2,400,400,7,13,7665,1993,2,14,6
2274,1,2,10737,27902,7,13,7665,1993,2,14,6
3507,1,2,15447,16447,7,13,7665,1993,2,14,6
733,1,2,24009,24509,7,13,7665,1993,2,14,6
4029,1,0,44749,80808,7,4,6206,1993,2,14,6
1973,1,2,12138,12438,7,13,7665,1993,2,14,6
133,1,2,900,900,7,13,7665,1993,2,15,0
8,1,2,800,1200,7,13,7665,1993,2,15,0
3253,1,2,900,900,7,13,7665,1993,2,16,1
4420,1,2,4200,19793,7,13,7665,1993,2,16,1
513,1,2,700,700,7,13,7665,1993,2,16,1
3376,1,2,1100,1100,7,13,7665,1993,2,16,1
936,1,2,1000,1000,7,13,7665,1993,2,16,1
2582,1,2,1300,2100,7,13,7665,1993,2,16,1
3812,1,2,8000,13280,7,13,7665,1993,2,17,2
381,1,2,6000,19117,7,13,7665,1993,2,17,2
3945,1,2,29511,30211,7,13,7665,1993,2,17,2
3208,1,2,200,200,7,13,7665,1993,2,17,2
3367,1,2,900,900,7,13,7665,1993,2,17,2
2899,1,2,600,600,7,13,7665,1993,2,17,2
88,1,2,1100,1100,7,13,7665,1993,2,18,3
3253,1,2,44162,45062,7,13,7665,1993,2,18,3
439,1,2,600,600,7,13,7665,1993,2,18,3
4063,1,2,24023,24723,7,13,7665,1993,2,18,3
3376,1,2,900,2000,7,13,7665,1993,2,18,3
2879,1,2,400,400,7,13,7665,1993,2,18,3
3415,1,2,200,200,7,13,7665,1993,2,18,3
3641,1,2,6600,21175,7,13,7665,1993,2,18,3
119,1,2,300,300,7,13,7665,1993,2,19,4
3596,1,2,800,800,7,13,7665,1993,2,19,4
4063,1,2,33410,58133,7,13,7665,1993,2,19,4
199,2,5,14800,34990,7,13,7665,1993,2,19,4
3505,1,2,400,400,7,13,7665,1993,2,19,4
1006,1,2,800,800,7,13,7665,1993,2,19,4
2312,1,2,500,500,7,13,7665,1993,2,19,4
2259,1,2,19136,105007,7,13,7665,1993,2,20,5
2259,2,5,33900,71107,7,13,7665,1993,2,20,5
973,1,2,4100,24946,7,13,7665,1993,2,20,5
435,2,5,10500,38031,7,13,7665,1993,2,20,5
437,1,2,13400,14400,7,13,7665,1993,2,20,5
733,2,5,600,23909,7,13,7665,1993,2,20,5
3993,1,2,700,700,7,13,7665,1993,2,20,5
2024,1,2,500,500,7,13,7665,1993,2,20,5
4489,1,2,3700,23147,7,13,7665,1993,2,20,5
305,1,2,1000,1000,7,13,7665,1993,2,20,5
3011,1,2,1000,1000,7,13,7665,1993,2,20,5
1457,1,2,100,26009,7,13,7665,1993,2,21,6
2547,1,2,3300,18763,7,13,7665,1993,2,21,6
3902,1,2,800,800,7,13,7665,1993,2,21,6
2826,1,2,9400,19458,7,13,7665,1993,2,21,6
3376,1,2,45925,47925,7,13,7665,1993,2,21,6
3945,1,2,41740,71951,7,13,7665,1993,2,22,0
2277,1,2,500,500,7,13,7665,1993,2,22,0
264,1,2,6200,18543,7,13,7665,1993,2,22,0
2305,1,2,8000,17805,7,13,7665,1993,2,22,0
1593,1,2,200,200,7,13,7665,1993,2,22,0
883,1,2,500,500,7,13,7665,1993,2,23,1
3816,1,2,3100,23581,7,13,7665,1993,2,23,1
959,1,2,300,300,7,13,7665,1993,2,23,1
3945,1,2,31332,103283,7,13,7665,1993,2,23,1
3945,2,5,62100,41183,7,13,7665,1993,2,23,1
2011,1,2,600,600,7,13,7665,1993,2,23,1
4339,1,2,7100,13282,7,13,7665,1993,2,23,1
4338,1,2,28361,28661,7,13,7665,1993,2,23,1
4006,2,5,4000,29345,7,13,7665,1993,2,23,1
662,1,2,200,200,7,13,7665,1993,2,23,1
4087,2,5,4500,28994,7,13,7665,1993,2,24,2
455,1,2,900,18292,7,13,7665,1993,2,24,2
1298,1,2,900,900,7,13,7665,1993,2,24,2
2964,1,2,900,900,7,13,7665,1993,2,24,2
1002,1,2,1000,1000,7,13,7665,1993,2,24,2
955,2,5,1500,30048,7,13,7665,1993,2,24,2
2133,1,2,300,300,7,13,7665,1993,2,25,3
1664,2,5,2500,23463,7,13,7665,1993,2,25,3
1927,1,2,2700,26424,7,13,7665,1993,2,25,3
1566,1,2,11000,11700,7,13,7665,1993,2,25,3
536,1,2,300,300,7,13,7665,1993,2,25,3
186,1,2,800,800,7,13,7665,1993,2,25,3
4040,1,2,900,900,7,13,7665,1993,2,25,3
4128,2,5,8900,36168,7,13,7665,1993,2,25,3
4128,1,2,23990,45068,7,13,7665,1993,2,25,3
2541,2,5,1400,24081,7,13,7665,1993,2,26,4
472,1,2,800,800,7,13,7665,1993,2,26,4
2440,1,2,10700,11500,7,13,7665,1993,2,26,4
1076,1,2,1800,25730,7,13,7665,1993,2,26,4
4184,1,2,1100,1100,7,13,7665,1993,2,26,4
8,1,2,10900,12100,7,13,7665,1993,2,26,4
1,1,2,1100,1100,7,13,7665,1993,2,26,4
1742,1,2,900,900,7,13,7665,1993,2,27,5
408,1,2,200,200,7,13,7665,1993,2,27,5
3882,1,2,5200,24129,7,13,7665,1993,2,27,5
3467,1,2,800,800,7,13,7665,1993,2,27,5
2363,1,2,200,200,7,13,7665,1993,2,27,5
1603,1,2,800,800,7,13,7665,1993,2,27,5
2861,1,2,200,200,7,13,7665,1993,2,27,5
4329,1,2,900,900,7,13,7665,1993,2,27,5
2761,1,2,3900,24313,7,13,7665,1993,2,27,5
1495,1,2,900,900,7,13,7665,1993,2,27,5
344,1,2,600,600,7,13,7665,1993,2,27,5
1688,1,2,900,900,7,13,7665,1993,2,27,5
973,1,3,33,24979,3,13,7665,1993,2,28,6
955,1,3,22,30070,3,13,7665,1993,2,28,6
939,1,3,18,5468,3,13,7665,1993,2,28,6
2259,2,5,14,71437,6,13,7665,1993,2,28,6
1756,1,3,15,7012,3,13,7665,1993,2,28,6
2505,1,3,121,34897,3,13,7665,1993,2,28,6
2519,1,3,35,12450,3,13,7665,1993,2,28,6
2541,1,3,10,24091,3,13,7665,1993,2,28,6
2547,1,3,22,18785,3,13,7665,1993,2,28,6
4087,1,3,21,29015,3,13,7665,1993,2,28,6
1457,1,3,31,26040,3,13,7665,1993,2,28,6
1401,1,3,9,3860,3,13,7665,1993,2,28,6
1416,1,3,21,10253,3,13,7665,1993,2,28,6
848,1,3,23,7764,3,13,7665,1993,2,28,6
825,1,3,103,31328,3,13,7665,1993,2,28,6
901,1,3,13,4030,3,13,7665,1993,2,28,6
821,1,3,139,44672,3,13,7665,1993,2,28,6
4128,1,3,102,36270,3,13,7665,1993,2,28,6
4338,1,3,21,28707,3,13,7665,1993,2,28,6
4420,1,3,38,19831,3,13,7665,1993,2,28,6
1272,1,3,160,33375,3,13,7665,1993,2,28,6
3571,1,3,110,36169,3,13,7665,1993,2,28,6
3712,1,3,58,24658,3,13,7665,1993,2,28,6
3627,1,3,83,37471,3,13,7665,1993,2,28,6
3641,1,3,34,21209,3,13,7665,1993,2,28,6
356,1,3,68,22009,3,13,7665,1993,2,28,6
4489,1,3,31,23205,3,13,7665,1993,2,28,6
4366,1,3,20,9383,3,13,7665,1993,2,28,6
8,1,3,5,12105,3,13,7665,1993,2,28,6
669,1,3,89,38993,3,13,7665,1993,2,28,6
623,1,3,110,31457,3,13,7665,1993,2,28,6
600,1,3,61,23010,3,13,7665,1993,2,28,6
3507,1,3,2,19649,3,13,7665,1993,2,28,6
2860,1,3,72,23324,3,13,7665,1993,2,28,6
1591,1,3,13,5440,3,13,7665,1993,2,28,6
1547,1,3,20,9286,3,13,7665,1993,2,28,6
